address,age,area,building,floor,floor_plan,name,rent
東京都杉並区高円寺南１,築35年,16.06m,4階建,2階,ワンルーム,コスモリード高円寺ウエスト,6.2万円
東京都杉並区和田１,築44年,22m,2階建,2階,1K,324N,6.9万円
東京都杉並区成田東３,築31年,16.15m,2階建,2階,1K,レオパレス阿佐ヶ谷第４,5.7万円
東京都杉並区成田東２,築20年,21.11m,2階建,2階,1K,東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築20年,7万円
東京都杉並区成田東２,築20年,21.11m,2階建,2階,1K,フレア・プランドールＢ,7万円
東京都杉並区成田東２,築20年,21.11m,2階建,2階,1K,フレア・プランドールA,7万円
東京都中野区中野３,築24年,17.01m,地下1地上4階建,2階,1K,ラフォーレ・ドゥ９７,7万円
東京都杉並区和田３,築29年,16.82m,7階建,6階,ワンルーム,エレガンス東高円寺,6.3万円
東京都中野区中央３,築32年,15.23m,4階建,3階,1K,東京メトロ丸ノ内線 新中野駅 4階建 築32年,5.8万円
東京都中野区弥生町１,築36年,14.4m,4階建,3階,ワンルーム,メゾン・ド・サブリエ,4.5万円
東京都中野区南台３,築33年,16.9m,4階建,2階,ワンルーム,ライフポイント方南町,5.4万円
東京都中野区中央３,築31年,16m,3階建,2階,ワンルーム,プラザ・カネコ,6.3万円
東京都杉並区方南２,築31年,16.62m,5階建,3階,ワンルーム,東京メトロ丸ノ内線 方南町駅 5階建 築31年,4.9万円
東京都杉並区方南２,築31年,16.62m,5階建,3階,ワンルーム,ラ・パルフェ・ド・グリシン,4.9万円
東京都中野区弥生町３,築36年,10.53m,3階建,2階,ワンルーム,中村ビル,4.9万円
東京都杉並区高円寺南２,築33年,20m,3階建,3階,1K,メゾンド．エスポワール,6.4万円
東京都杉並区松ノ木３,築35年,17m,5階建,2階,1K,ハレーＧＴ,6万円
東京都杉並区和田１,築33年,20.89m,2階建,2階,ワンルーム,ネオパ－ク東高円寺,6.7万円
東京都中野区南台５,築30年,18.25m,4階建,3階,1K,ジョイフル中野南台,6.7万円
東京都杉並区高円寺南２,築30年,16.5m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 新高円寺駅 4階建 築30年,5.9万円
東京都杉並区堀ノ内１,築36年,22.96m,8階建,3階,ワンルーム,ライオンズマンション方南町駅前,5.9万円
東京都中野区中野３,築35年,16.35m,5階建,2階,1K,東京メトロ丸ノ内線 東高円寺駅 5階建 築35年,6.4万円
東京都新宿区西新宿７,築50年,4.5m,4階建,4階,ワンルーム,東京メトロ丸ノ内線 西新宿駅 4階建 築50年,3.3万円
東京都杉並区南荻窪４,築40年,18m,4階建,3階,ワンルーム,ＮＳＧＡＴＥ荻窪,6.1万円
東京都中野区弥生町１,築43年,14.21m,3階建,2階,ワンルーム,メゾンド・アトレ,4.9万円
東京都中野区中央４,築52年,20m,3階建,3階,ワンルーム,ＪＲ中央線 中野駅 3階建 築52年,6.8万円
東京都中野区中央４,築52年,20m,3階建,3階,ワンルーム,リビエール中野,6.8万円
東京都中野区中野３,築28年,21m,3階建,3階,ワンルーム,エーエスホームズ2,7万円
東京都杉並区阿佐谷南１,築30年,16m,4階建,3階,ワンルーム,トーシンフェニックスマンション阿佐ヶ谷,6.4万円
東京都杉並区高円寺南３,築38年,15.6m,地下1地上4階建,2階,ワンルーム,メゾン・ド・ポリピエ,4.8万円
東京都杉並区荻窪４,築34年,22.11m,9階建,5階,1K,ＪＲ中央線 荻窪駅 9階建 築34年,6.5万円
東京都杉並区荻窪４,築34年,22.11m,9階建,5階,1K,おぎくぼ本郷ビル,6.5万円
東京都杉並区荻窪５,築30年,20m,5階建,2階,1K,ＪＲ中央線 荻窪駅 5階建 築30年,6.5万円
東京都中野区中野２,築41年,12.69m,4階建,4階,ワンルーム,メゾン・ド・ロティール,5万円
東京都杉並区阿佐谷南３,築30年,16.2m,4階建,4階,ワンルーム,フォーシム阿佐ヶ谷,6.1万円
東京都杉並区阿佐谷南３,築30年,16.17m,3階建,3階,ワンルーム,ＪＲ中央線 阿佐ヶ谷駅 3階建 築30年,6.5万円
東京都杉並区南荻窪４,築35年,16.71m,4階建,2階,ワンルーム,エトワール南荻窪,5.3万円
東京都杉並区荻窪５,築30年,20m,5階建,2階,ワンルーム,シルキーコーポ荻窪,6.5万円
東京都杉並区阿佐谷南３,築33年,16m,4階建,2階,ワンルーム,日興パレス阿佐ヶ谷PARTII,6万円
東京都杉並区南荻窪４,築36年,14.73m,4階建,2階,ワンルーム,スカイコート荻窪,5万円
東京都杉並区阿佐谷南３,築33年,16m,4階建,3階,ワンルーム,日興パレス阿佐ヶ谷パート２,5.5万円
東京都杉並区阿佐谷南３,築37年,13m,4階建,3階,ワンルーム,ＴＯＰ阿佐谷第II,4.9万円
東京都杉並区阿佐谷南３,築37年,11.81m,4階建,2階,ワンルーム,トップ阿佐ヶ谷第2,5万円
東京都杉並区南荻窪４,築41年,12.92m,3階建,2階,ワンルーム,メゾン・ド・荻窪,4.5万円
東京都杉並区阿佐谷南１,築56年,12m,6階建,5階,ワンルーム,ＪＲ中央線 阿佐ヶ谷駅 6階建 築56年,4.5万円
東京都杉並区上荻２,築39年,14.47m,6階建,5階,ワンルーム,メゾン・ド・ヴェスタル,4.8万円
東京都杉並区上荻２,築39年,15m,地下1地上6階建,6階,ワンルーム,ＪＲ中央線 荻窪駅 地下1地上6階建 築39年,4.8万円
東京都中野区弥生町３,築36年,15m,4階建,2階,ワンルーム,井上ビル,5万円
東京都中野区弥生町３,築36年,15m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 4階建 築36年,5万円
東京都中野区弥生町３,築36年,17.5m,3階建,3階,ワンルーム,ベルフォーレ,6.5万円
東京都中野区弥生町３,築35年,18.6m,地下1地上6階建,3階,ワンルーム,シティコーポ大石,5.6万円
東京都中野区本町３,築14年,15.65m,4階建,3階,ワンルーム,シティ米若,6.5万円
東京都中野区本町３,築14年,15.66m,4階建,3階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 4階建 築14年,6.5万円
東京都新宿区西新宿５,築41年,21.06m,4階建,3階,1K,コーポ若村,6.4万円
東京都中野区本町２,築24年,18.19m,4階建,3階,1K,東京メトロ丸ノ内線 中野新橋駅 4階建 築24年,7万円
東京都杉並区高円寺北２,築30年,21.22m,3階建,2階,1K,ビナ杉並,7万円
東京都新宿区西新宿４,築34年,13.9m,3階建,2階,ワンルーム,ショーカレジデンス,6.3万円
東京都中野区弥生町１,築18年,17.61m,4階建,3階,1K,都営大江戸線 西新宿五丁目駅 4階建 築18年,6.8万円
東京都新宿区西新宿７,築22年,13.69m,地下1地上8階建,2階,ワンルーム,柏木MURAII,6.7万円
東京都杉並区高円寺北２,築30年,21.22m,3階建,2階,1K,ビナ杉並,7万円
東京都杉並区高円寺南２,築28年,19m,3階建,3階,1K,サンガーデン,7万円
東京都中野区本町４,築32年,20.2m,3階建,2階,ワンルーム,カーサエルモーサ,6.9万円
東京都中野区弥生町３,築27年,15.74m,3階建,3階,ワンルーム,弥生偉丈夫庵,5.6万円
東京都杉並区堀ノ内３,築24年,20.11m,2階建,2階,ワンルーム,アーバンコートII,5.8万円
東京都杉並区堀ノ内３,築24年,20.11m,2階建,2階,ワンルーム,東京メトロ丸ノ内線 新高円寺駅 2階建 築24年,5.8万円
東京都杉並区高円寺南１,築34年,17.01m,4階建,2階,1K,東京メトロ丸ノ内線 東高円寺駅 4階建 築34年,6.5万円
東京都中野区中央４,築31年,18.63m,2階建,2階,1K,ＪＲ中央線 中野駅 2階建 築31年,6.4万円
東京都中野区中央５,築39年,20.7m,8階建,2階,ワンルーム,サンメゾン中野,6.8万円
東京都中野区中央２,築31年,22.3m,4階建,3階,1K,パークサイド矢沢,6.6万円
東京都中野区弥生町１,築27年,16m,4階建,3階,1K,リバーサイドパレス,6.3万円
東京都中野区弥生町１,築30年,18m,3階建,3階,1K,ベルビーアイチ,6.7万円
東京都中野区中央４,築17年,13.51m,5階建,5階,1K,ＪＲ中央線 中野駅 5階建 築17年,6.5万円
東京都杉並区和泉４,築28年,17.19m,3階建,3階,1K,東京メトロ丸ノ内線 方南町駅 3階建 築28年,5.8万円
東京都杉並区高円寺南４,築35年,17.25m,3階建,2階,1K,メゾン豊田,7万円
東京都杉並区高円寺南２,築30年,17.8m,3階建,3階,ワンルーム,群兆ハウス,6万円
東京都杉並区和田３,築32年,21m,2階建,2階,ワンルーム,旭コーポ,5.8万円
東京都杉並区高円寺南１,築30年,16.73m,3階建,2階,ワンルーム,東京メトロ丸ノ内線 東高円寺駅 3階建 築30年,6.2万円
東京都杉並区梅里１,築38年,21.45m,2階建,2階,1K,川上フラット,6.5万円
東京都杉並区方南２,築43年,20m,2階建,2階,1K,東京メトロ丸ノ内線 方南町駅 2階建 築43年,6.1万円
東京都杉並区和田３,築36年,16.9m,2階建,2階,1K,東京メトロ丸ノ内線 東高円寺駅 2階建 築36年,5.3万円
東京都中野区弥生町１,築31年,19.87m,3階建,2階,1K,DUEX YUKI,5.5万円
東京都杉並区梅里１,築36年,19.42m,3階建,3階,1K,ブルースカイ,6.6万円
東京都杉並区堀ノ内１,築48年,24m,3階建,2階,1K,東京メトロ丸ノ内線 方南町駅 3階建 築48年,6.1万円
東京都中野区中央１,築31年,19m,3階建,2階,ワンルーム,エスポワール,6.3万円
東京都中野区弥生町２,築39年,12.48m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 4階建 築39年,5.7万円
東京都杉並区堀ノ内１,築40年,17.3m,3階建,2階,1K,東京メトロ丸ノ内線 方南町駅 3階建 築40年,5.5万円
東京都中野区中野３,築24年,22.4m,4階建,3階,ワンルーム,コーポフロンティア,6.8万円
東京都中野区中央３,築32年,12.5m,3階建,3階,ワンルーム,堀口ビル,4.5万円
東京都中野区南台５,築28年,17m,4階建,3階,ワンルーム,STハイム,5.8万円
東京都中野区中野３,築24年,22.4m,4階建,3階,ワンルーム,コーポフロンティア,6.8万円
東京都中野区本町６,築24年,18.15m,2階建,2階,ワンルーム,東京メトロ丸ノ内線 東高円寺駅 2階建 築24年,6.5万円
東京都中野区南台５,築27年,17m,2階建,2階,ワンルーム,サウススタンドスペース6,6.8万円
東京都中野区中央３,築32年,12.5m,3階建,3階,ワンルーム,堀口ビル,4.5万円
東京都杉並区成田東４,築45年,25.92m,2階建,2階,ワンルーム,阿佐谷ビレージ,5.3万円
東京都杉並区高円寺南１,築35年,13.16m,3階建,3階,ワンルーム,ピア東高円寺,5.3万円
東京都新宿区北新宿２,築27年,16.32m,5階建,3階,1K,スカイコート新宿第３,6万円
東京都中野区南台４,築32年,18m,3階建,2階,1K,ハイツオグロ,6万円
東京都中野区本町６,築35年,20.7m,3階建,3階,1K,東京メトロ丸ノ内線 新中野駅 3階建 築35年,6.1万円
東京都中野区中央１,築35年,16.5m,5階建,2階,ワンルーム,東京メトロ丸ノ内線 中野坂上駅 5階建 築35年,6.1万円
東京都中野区本町１,築37年,13.71m,5階建,3階,ワンルーム,トップ中野第4,5.4万円
東京都中野区中央３,築31年,16.9m,3階建,2階,ワンルーム,メゾンソレイユ,5.2万円
東京都新宿区西新宿８,築46年,15.6m,4階建,3階,1K,東京メトロ丸ノ内線 西新宿駅 4階建 築46年,5.9万円
東京都杉並区高円寺南１,築35年,16.06m,4階建,2階,1K,ＪＲ中央線 中野駅 4階建 築35年,6.2万円
東京都中野区弥生町１,築36年,20.46m,2階建,2階,1K,リバティハイツ,5.5万円
東京都新宿区西新宿８,築46年,15.6m,4階建,3階,1K,中山ビル,5.9万円
東京都杉並区高円寺南２,築22年,19.12m,4階建,2階,1K,フェニックス新高円寺弐番館,6.9万円
東京都杉並区高円寺南２,築22年,19.12m,4階建,2階,1K,東京メトロ丸ノ内線 新高円寺駅 4階建 築22年,6.9万円
東京都杉並区和泉４,築29年,17.4m,地下1地上7階建,4階,1K,東京メトロ丸ノ内線 方南町駅 地下1地上7階建 築29年,4.5万円
東京都杉並区高円寺南２,築33年,18.6m,3階建,3階,1K,東京メトロ丸ノ内線 新高円寺駅 3階建 築33年,6.4万円
東京都杉並区和田３,築33年,21m,4階建,2階,1K,ＨＡＭＡ　ＨＯＵＳＥ,6.9万円
東京都中野区本町２,築40年,28.84m,3階建,2階,1K,パレスイシ,6.9万円
東京都杉並区高円寺北２,築33年,16.52m,4階建,2階,ワンルーム,ＪＲ総武線 高円寺駅 4階建 築33年,6.1万円
東京都新宿区西新宿４,築36年,17.1m,7階建,5階,ワンルーム,ライオンズマンション西新宿第8,6.7万円
東京都中野区中央３,築50年,12.79m,2階建,2階,ワンルーム,リトルエンジェル,4.8万円
東京都杉並区松ノ木３,築32年,17m,5階建,2階,1K,東京メトロ丸ノ内線 新高円寺駅 5階建 築32年,6万円
東京都杉並区天沼１,築27年,20.35m,2階建,2階,1K,ハイツトータス杉並,6.9万円
東京都新宿区北新宿２,築34年,21.2m,4階建,3階,ワンルーム,オークピア,5.7万円
東京都杉並区成田東３,築31年,16.15m,2階建,2階,1K,レオパレス阿佐ヶ谷第５,6.5万円
東京都杉並区成田東３,築31年,16.15m,2階建,2階,1K,レオパレス阿佐ヶ谷第５,6.5万円
東京都杉並区高円寺南１,築32年,19.21m,4階建,3階,1K,第8高野ビル,6.7万円
東京都杉並区和田３,築44年,20.12m,6階建,4階,1K,東京メトロ丸ノ内線 東高円寺駅 6階建 築44年,6.7万円
東京都杉並区高円寺北２,築50年,25.57m,5階建,5階,1K,ＪＲ中央線 高円寺駅 5階建 築50年,7万円
東京都新宿区西新宿５,築36年,15m,4階建,2階,ワンルーム,都営大江戸線 西新宿五丁目駅 4階建 築36年,5.9万円
東京都中野区中央３,築36年,18m,3階建,2階,1K,ＪＲ中央線 中野駅 3階建 築36年,6万円
東京都中野区本町５,築38年,15.6m,4階建,4階,ワンルーム,メゾン・ド・エール,5.7万円
東京都杉並区松ノ木３,築21年,18.55m,7階建,2階,1K,東京メトロ丸ノ内線 新高円寺駅 7階建 築21年,6万円
東京都杉並区方南２,築39年,16.31m,5階建,3階,1K,モナークマンション第2方南B棟,4.4万円
東京都渋谷区本町５,築26年,16m,7階建,6階,1K,京王新線 幡ヶ谷駅 7階建 築26年,6万円
東京都中野区南台３,築37年,19.88m,3階建,3階,1K,丸共ハイツ,4.4万円
東京都中野区本町６,築33年,14.04m,5階建,3階,ワンルーム,東京メトロ丸ノ内線 新中野駅 5階建 築33年,4.9万円
東京都杉並区高円寺南５,築29年,17.99m,7階建,4階,1K,ＪＲ中央線 高円寺駅 7階建 築29年,5.9万円
東京都中野区南台３,築33年,16.9m,4階建,2階,1K,東京メトロ丸ノ内線 方南町駅 4階建 築33年,5.4万円
東京都杉並区方南２,築49年,25m,7階建,3階,1K,東京メトロ丸ノ内線 方南町駅 7階建 築49年,7万円
東京都杉並区和田３,築44年,20.12m,地下1地上6階建,4階,1K,パレスアンドーラ,6.7万円
東京都杉並区阿佐谷南３,築29年,22.6m,3階建,2階,ワンルーム,コモンズ阿佐ヶ谷,6.2万円
東京都杉並区天沼２,築31年,25m,2階建,2階,1K,メゾン・ド・カルム,7万円
東京都杉並区浜田山４,築35年,19.87m,2階建,2階,1K,サンシャレイ浜田山,5.9万円
東京都杉並区成田東２,築20年,21.11m,2階建,2階,1K,東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築20年,7万円
東京都杉並区荻窪３,築28年,20.06m,2階建,2階,1K,東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築28年,6.8万円
東京都中野区本町２,築39年,14.66m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 4階建 築39年,5万円
東京都杉並区梅里１,築31年,20m,8階建,2階,1K,東京メトロ丸ノ内線 新高円寺駅 8階建 築31年,6.2万円
東京都杉並区高円寺南１,築45年,23m,4階建,3階,ワンルーム,ヴィラアンビシャス,6.6万円
東京都杉並区高円寺南２,築47年,20m,4階建,2階,1K,レジデンスアシムラ,5.8万円
東京都中野区南台３,築31年,23m,4階建,2階,1K,東京メトロ丸ノ内線 方南町駅 4階建 築31年,6.5万円
東京都杉並区阿佐谷南３,築29年,22.6m,3階建,2階,ワンルーム,ＪＲ中央線 阿佐ヶ谷駅 3階建 築29年,6.2万円
東京都杉並区阿佐谷南３,築29年,22.6m,3階建,2階,1K,ＪＲ中央線 阿佐ヶ谷駅 3階建 築29年,6.2万円
東京都新宿区北新宿３,築34年,16m,3階建,3階,ワンルーム,セドルハイム,5.5万円
東京都杉並区高円寺南１,築45年,21m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 東高円寺駅 4階建 築45年,6.6万円
東京都杉並区梅里１,築37年,16m,4階建,2階,ワンルーム,ペガサスマンション高円寺,5.6万円
東京都中野区南台３,築41年,22m,3階建,3階,1K,東京メトロ丸ノ内線 方南町駅 3階建 築41年,5.8万円
東京都杉並区高円寺南４,築36年,17.01m,7階建,4階,1K,シャルマンハイム,5.7万円
東京都杉並区高円寺南１,築34年,16.12m,5階建,3階,ワンルーム,東京メトロ丸ノ内線 東高円寺駅 5階建 築34年,6.3万円
東京都杉並区方南２,築39年,16.31m,5階建,3階,1K,東京メトロ丸ノ内線 方南町駅 5階建 築39年,4.4万円
東京都新宿区北新宿３,築34年,16m,3階建,3階,ワンルーム,セドルハイム,5.5万円
東京都杉並区荻窪３,築19年,18.22m,6階建,3階,1K,プレール荻窪弐番館,6.6万円
東京都杉並区荻窪３,築19年,18.22m,6階建,3階,1K,ＪＲ中央線 荻窪駅 6階建 築19年,6.6万円
東京都杉並区高円寺南４,築31年,18.7m,7階建,2階,ワンルーム,ＫＡＷＡＢＥ２７２ビル,6.2万円
東京都杉並区和田３,築33年,14.86m,3階建,2階,ワンルーム,フェリーニ東高円寺,5.8万円
東京都杉並区梅里１,築37年,16m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 新高円寺駅 4階建 築37年,5.6万円
東京都中野区中央３,築35年,16.06m,4階建,4階,ワンルーム,ジョイフル中野中央,5.7万円
東京都中野区中央３,築33年,17.09m,4階建,4階,ワンルーム,メゾン・ド・アルエット,6万円
東京都杉並区高円寺南２,築34年,18m,4階建,4階,ワンルーム,大生高円寺南マンション,6.1万円
東京都杉並区成田東５,築33年,19.8m,2階建,2階,1K,東京メトロ丸ノ内線 南阿佐ヶ谷駅 2階建 築33年,5.9万円
東京都杉並区方南２,築48年,23.24m,7階建,3階,1K,東京メトロ丸ノ内線 方南町駅 7階建 築48年,7万円
東京都新宿区西新宿５,築37年,16m,4階建,3階,1K,都営大江戸線 西新宿五丁目駅 4階建 築37年,6.5万円
東京都中野区弥生町１,築40年,15.22m,地下1地上5階建,2階,ワンルーム,メゾン・ド・ヴェルサン,4.5万円
東京都杉並区高円寺南２,築30年,16.5m,4階建,2階,ワンルーム,ルーブル高円寺,5.9万円
東京都杉並区高円寺北２,築35年,19m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 新高円寺駅 4階建 築35年,6.4万円
東京都杉並区松ノ木３,築21年,18.55m,7階建,2階,1K,ルーブル新高円寺,6万円
東京都中野区中野３,築33年,17m,3階建,2階,1K,ピアー中野,6.7万円
東京都中野区中央５,築50年,25m,10階建,4階,1DK,東京メトロ丸ノ内線 新中野駅 10階建 築50年,6.8万円
東京都中野区中野３,築33年,17m,3階建,2階,1K,ＪＲ中央線 中野駅 3階建 築33年,6.7万円
東京都杉並区梅里１,築30年,21.15m,5階建,4階,ワンルーム,エクセル新高円寺,6.3万円
東京都中野区中野３,築28年,18.5m,3階建,2階,ワンルーム,ＪＲ中央線 中野駅 3階建 築28年,7万円
東京都杉並区高円寺南４,築34年,20.16m,地下1地上5階建,4階,ワンルーム,ヤスミビル,6.3万円
東京都杉並区荻窪４,築51年,18m,3階建,2階,1K,ＪＲ中央線 荻窪駅 3階建 築51年,6.5万円
東京都中野区南台５,築30年,18.25m,4階建,3階,1K,東京メトロ丸ノ内線 方南町駅 4階建 築30年,6.7万円
東京都中野区本町６,築24年,21.92m,13階建,2階,ワンルーム,シーアイマンション新中野,6.5万円
東京都中野区中央１,築35年,16.5m,5階建,2階,ワンルーム,ユースフル中野坂上,6.1万円
東京都杉並区高円寺南４,築34年,20.16m,地下1地上5階建,4階,ワンルーム,ヤスミビル,6.3万円
東京都杉並区成田東４,築4年,10.64m,2階建,2階,ワンルーム,ヴィスタグランデ南阿佐ヶ谷,6.15万円
東京都杉並区高円寺南４,築35年,21.2m,11階建,5階,ワンルーム,恒陽サンクレスト高円寺,5.5万円
東京都杉並区荻窪３,築30年,20m,2階建,2階,1K,ＪＲ総武線 荻窪駅 2階建 築30年,6.5万円
東京都杉並区天沼１,築21年,20.6m,2階建,2階,1K,ＪＲ中央線 阿佐ヶ谷駅 2階建 築21年,6.8万円
東京都中野区南台５,築30年,18.25m,4階建,3階,1K,東京メトロ丸ノ内線 方南町駅 4階建 築30年,6.7万円
東京都杉並区荻窪５,築27年,18.62m,5階建,4階,1K,フレンド荻窪,7万円
東京都杉並区天沼３,築23年,18.36m,7階建,2階,1K,ＪＲ中央線 荻窪駅 7階建 築23年,6.7万円
東京都杉並区堀ノ内１,築36年,22.96m,8階建,3階,ワンルーム,東京メトロ丸ノ内線 方南町駅 8階建 築36年,5.9万円
東京都中野区中央２,築34年,18.28m,7階建,4階,ワンルーム,レジデンス若松,6.2万円
東京都杉並区阿佐谷南１,築31年,23.62m,地下1地上4階建,4階,ワンルーム,朝倉,6.2万円
東京都杉並区成田東４,築18年,18.62m,4階建,2階,ワンルーム,プリメーロ阿佐ヶ谷,6.3万円
東京都中野区中央５,築29年,17.25m,7階建,7階,1K,東京メトロ丸ノ内線 新中野駅 7階建 築29年,6.5万円
東京都中野区中央５,築29年,17.25m,7階建,7階,1K,ロイヤルプラザ中野,6.5万円
東京都杉並区天沼３,築23年,18.36m,7階建,2階,1K,フェニックス荻窪,6.7万円
東京都中野区本町４,築47年,18m,6階建,3階,1K,根岸ビル,5.4万円
東京都杉並区堀ノ内３,築33年,17.4m,4階建,4階,1K,ピア新高円寺,5.5万円
東京都杉並区高円寺南４,築38年,19.25m,11階建,9階,ワンルーム,ラインビルド高円寺,7万円
東京都杉並区荻窪１,築13年,19.87m,3階建,3階,1K,レオパレスフレイア,6.45万円
東京都杉並区堀ノ内１,築47年,21.66m,6階建,3階,ワンルーム,東京メトロ丸ノ内線 方南町駅 6階建 築47年,6万円
東京都杉並区梅里２,築35年,16.1m,4階建,4階,ワンルーム,日神パレス新高円寺,5.9万円
東京都中野区本町１,築43年,18m,地下1地上5階建,3階,1K,中根ハイム,5.8万円
東京都中野区中央５,築39年,20.7m,8階建,2階,ワンルーム,東京メトロ丸ノ内線 新中野駅 8階建 築39年,6.8万円
東京都中野区南台３,築36年,15.32m,4階建,2階,ワンルーム,クレール南台,5.3万円
東京都杉並区成田東４,築37年,15.08m,4階建,3階,ワンルーム,クリスタル南阿佐ヶ谷パートI,5.4万円
東京都杉並区阿佐谷南３,築30年,16.2m,4階建,4階,ワンルーム,東京メトロ丸ノ内線 南阿佐ヶ谷駅 4階建 築30年,6.1万円
東京都杉並区荻窪５,築22年,21.58m,7階建,7階,1K,ＪＲ中央線 荻窪駅 7階建 築22年,7万円
東京都杉並区荻窪１,築32年,21.06m,4階建,2階,1K,メゾン・ホワイト,5.1万円
東京都杉並区荻窪１,築32年,21.06m,4階建,2階,1K,ＪＲ中央線 荻窪駅 4階建 築32年,5.1万円
東京都中野区中央５,築44年,17m,4階建,3階,ワンルーム,平和ビル,6万円
東京都杉並区松ノ木３,築32年,19.5m,3階建,3階,ワンルーム,メゾンソレイユ,5.8万円
東京都杉並区成田東５,築26年,16.12m,4階建,2階,ワンルーム,東京メトロ丸ノ内線 南阿佐ヶ谷駅 4階建 築26年,6.4万円
東京都杉並区高円寺南３,築38年,15.6m,地下1地上4階建,2階,ワンルーム,ＪＲ中央線 高円寺駅 地下1地上4階建 築38年,4.8万円
東京都中野区南台３,築33年,16.33m,4階建,2階,1K,東京メトロ丸ノ内線 中野富士見町駅 4階建 築33年,5.2万円
東京都中野区中央５,築44年,17m,4階建,3階,ワンルーム,東京メトロ丸ノ内線 東高円寺駅 4階建 築44年,6万円
東京都杉並区成田東３,築37年,14.45m,4階建,3階,ワンルーム,メゾン・ド・エマイユ,5.2万円
東京都杉並区荻窪４,築30年,18.98m,5階建,2階,ワンルーム,荻窪ハイツ,6.5万円
東京都杉並区天沼１,築33年,17m,3階建,3階,ワンルーム,ＪＲ中央線 荻窪駅 3階建 築33年,5.5万円
東京都杉並区天沼１,築33年,18m,3階建,3階,ワンルーム,モトハイム,5.7万円
東京都杉並区天沼３,築39年,18.55m,4階建,4階,1K,フヨウハウス,6.6万円
東京都中野区南台３,築18年,20.48m,4階建,3階,ワンルーム,京王線 笹塚駅 4階建 築18年,6.8万円
東京都杉並区成田東５,築32年,18m,8階建,2階,ワンルーム,南阿佐ヶ谷シティハウス,7万円
東京都杉並区南荻窪３,築34年,16.24m,5階建,5階,ワンルーム,マドレーヌ南荻窪,5.5万円
東京都杉並区成田東１,築29年,16.5m,5階建,4階,ワンルーム,スカイコート阿佐ヶ谷第２,5.85万円
東京都杉並区荻窪２,築12年,18.14m,4階建,2階,ワンルーム,ＪＲ中央線 荻窪駅 4階建 築12年,6.8万円
東京都中野区南台３,築24年,16.33m,4階建,2階,1K,スカイコート中野南台,5.2万円
東京都杉並区阿佐谷南１,築31年,23.62m,4階建,4階,ワンルーム,東京メトロ丸ノ内線 南阿佐ヶ谷駅 4階建 築31年,6.2万円
東京都中野区弥生町３,築36年,21.5m,4階建,2階,1K,東京メトロ丸ノ内線 中野新橋駅 4階建 築36年,6.6万円
東京都中野区弥生町３,築36年,21.5m,4階建,2階,1K,石井ビル,6.6万円
東京都杉並区荻窪２,築21年,24.66m,8階建,3階,1K,ＪＲ中央線 荻窪駅 8階建 築21年,6.9万円
東京都新宿区西新宿８,築38年,25.78m,2階建,2階,1SK,ハウスクローバー,6.9万円
東京都杉並区阿佐谷北２,築31年,16.47m,5階建,4階,ワンルーム,ＪＲ中央線 阿佐ヶ谷駅 5階建 築31年,6.9万円
東京都杉並区荻窪１,築33年,20m,2階建,2階,1K,ハイム倖月,5.5万円
東京都杉並区南荻窪４,築36年,16.51m,4階建,4階,ワンルーム,プロスペア―荻窪,5.7万円
東京都杉並区荻窪５,築27年,18.62m,5階建,4階,1K,ＪＲ中央線 荻窪駅 5階建 築27年,7万円
東京都杉並区天沼１,築30年,18.92m,4階建,2階,ワンルーム,ヴィラ・リズ荻窪,6.1万円
東京都中野区弥生町３,築36年,20.49m,3階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 3階建 築36年,6.6万円
東京都練馬区下石神井４,築31年,21.11m,3階建,2階,1K,サンローゼ上井草,5.2万円
東京都杉並区南荻窪４,築36年,14.73m,3階建,2階,ワンルーム,ＪＲ中央線 荻窪駅 3階建 築36年,5万円
東京都杉並区成田東５,築36年,16m,4階建,4階,ワンルーム,クリスタル南阿佐ヶ谷パートII,5.3万円
東京都練馬区下石神井４,築31年,21.11m,3階建,2階,1K,サンローゼ上井草,5.2万円
東京都杉並区荻窪５,築37年,22.64m,地下1地上5階建,2階,ワンルーム,ワコーレ荻窪,6.3万円
東京都中野区大和町１,築34年,20m,6階建,2階,ワンルーム,ＪＲ中央線 高円寺駅 6階建 築34年,5.8万円
東京都中野区弥生町３,築30年,27.67m,4階建,3階,1K,ビラビアンコ田中,6.9万円
東京都中野区弥生町３,築36年,17.01m,5階建,2階,ワンルーム,東京メトロ丸ノ内線 中野新橋駅 5階建 築36年,6.2万円
東京都杉並区高井戸東４,築34年,16.06m,5階建,2階,ワンルーム,プライムアーバン高井戸,5.9万円
東京都練馬区南田中２,築28年,17.42m,3階建,2階,1K,サンハイツ,4.9万円
